email,longitude,image,state,city,address,venue,to,description,latitude,from,moreInfoLink,title
LindaSchaller@bonnethouse.org,-80.104465,http://www.artscalendar.com/sites/artscalendar.com/images/org/220002243/bonnet_medium.jpg,FL,Fort Lauderdale,900 North Birch Road,Bonnet House Museum and Gardens,03/14/2011,"Island Theater, Mondays<br> <br> Reservations Required (954) 563-5393 x 137<br> <br> Nov 8, 2010<br> 6:30-8:00pm<br> Conservator Marsha Schloesser<br> History &amp; Preservation of Carousel Animals<br> <br> Jan 10, 2011<br> 10-11:30am<br> J. Kent Planck<br> Hugh Taylor Birch &quot;The Big Boss&quot;<br> <br> Feb 7, 2011<br> 6:30-8:00pm<br> Bonnet House Curator, Stephen Draft<br> Transformation of Bonnet House in the 1930s<br> <br> Mar 14, 2011<br> 10-11:30am Helen Landers, Broward County Historian &amp; Denyse Cunningham, Curator Broward County Historical Commission &amp; Museum<br> Life in Fort Lauderdale 1911-1920 <br> &nbsp;</p>			</p>    			<br><br>",26.135141,11/08/2010,http://www.artscalendar.com/event/detail/440922210/Bonnet_House_Lecture,Bonnet House Lecture
,-80.1399765,http://www.artscalendar.com/sites/artscalendar.com/images/event/440915537/goingfishing_medium.jpg,FL,Miami Beach,924 Lincoln Road,ArtCenter/ South Florida Vitrine Window Space,11/18/2011,"Come view the new drawings and paintings of artist, Stephanie Rodriguez called Monster Mash. Her series is a collection of drawings and paintings inspired by classic horror movies and literature. Located in the Vitrine Window Display, ArtCenter/ South Florida, 924 Lincoln Road, Miami Beach.</p>			</p>    			<br><br>",25.7905114,10/08/2010,http://www.artscalendar.com/event/detail/440915537/Monster_Mash_Art_of_the_Macabre,"Monster Mash, Art of the Macabre"
stranahan1@aol.com,-80.13746,http://www.artscalendar.com/sites/artscalendar.com/images/org/220014809/indexhouse_medium.gif,FL,Fort Lauderdale,335 South East Sixth Avenue at Las Olas Boulevard,Stranahan House,05/01/2011,Participants will be introduced to the spirits that dwell in the Historic Stranahan House. You will hear the results of the Paranormal Investigations held in this House Museum. You will take a boat ride down the New River while listening to stories of the the colorful characters that once lived along the banks of the New River.</p>			</p>    			<br><br>,26.11852,05/16/2010,http://www.artscalendar.com/event/detail/440742585/River_Ghost_Tour,River Ghost Tour
info@southfloridajubilee.com,-80.2677439,http://www.artscalendar.com/sites/artscalendar.com/images/event/440876771/rob_3665cdiv_medium.jpg,FL,Fort Lauderdale,5350 Southwest 90th Avenue,Pioneer Middle School,05/19/2011,South Florida Jubilee Chorus wants you!! Join us any Thursday to meet new people and sing in harmony using the uniquely American Sweet Adelines International barbershop style. Real Women. Real Harmony. Real Fun.</p>			</p>    			<br><br>,26.050863,09/23/2010,http://www.artscalendar.com/event/detail/440876771/Women_Who_Love_to_Sing,Women Who Love to Sing
,-80.147971,http://www.artscalendar.com/sites/artscalendar.com/images/event/440899032/mods2c-autonation_medium.jpg,FL,Fort Lauderdale,401 Southwest Second Street,Museum of Discovery and Science,09/05/2011,"In Animation&rsquo;s stimulating and fun environment, visitors will explore the process of animation from concept to finished product &mdash; from storyboarding, character design, and drawing techniques to movement, timing, filming, and sound. Larger-than-life graphics of popular Cartoon Network characters provide a colorful backdrop to the exhibit, which also explores the history of animation and features a screening room and a cartoon museum. Animation was developed by the Oregon Museum of Science and Industry in collaboration with Cartoon Network. <br> &nbsp;</p>			</p>    			<br><br>",26.120993,05/28/2011,http://www.artscalendar.com/event/detail/440899032/Animation_Exhibit_,Animation Exhibit
,-80.1399765,http://www.artscalendar.com/sites/artscalendar.com/images/event/440915537/goingfishing_medium.jpg,FL,Miami Beach,924 Lincoln Road,ArtCenter/ South Florida Vitrine Window Space,11/18/2011,"Come view the new drawings and paintings of artist, Stephanie Rodriguez called Monster Mash. Her series is a collection of drawings and paintings inspired by classic horror movies and literature. Located in the Vitrine Window Display, ArtCenter/ South Florida, 924 Lincoln Road, Miami Beach.</p>			</p>    			<br><br>",25.7905114,10/08/2010,http://www.artscalendar.com/event/detail/440915537/Monster_Mash_Art_of_the_Macabre,"Monster Mash, Art of the Macabre"
,-80.263152,http://www.artscalendar.com/sites/artscalendar.com/images/event/440615065/kids-painting-summer-72-dpi_medium.jpg,FL,Coral Springs,2855 Coral Springs Drive,Coral Springs Museum of Art,01/01/2037,"Art Sampler for the Young 6-9. Each week a new medium will be explored using paint, pastels, collage, watercolor &amp; mixed media. Have fun &amp; learn about famous artists and their work.<br> &nbsp;</p>			</p>    			<br><br>",26.264663,02/22/2010,http://www.artscalendar.com/event/detail/440615065/Art_Classes_in_an_Art_Museum,Art Classes in an Art Museum
,-80.1524984,http://www.artscalendar.com/sites/artscalendar.com/images/event/440460764/440460764img1_medium.jpg,FL,Deerfield Beach,401 South Powerline Road,Quiet Waters Park,03/13/2011,"Celebrate 500 years of fun in a single day! Browse through the enchanted crafts village where over one-hundred merchants and artisans demonstrate and sell their wares. Behold glass blowing, hammered pewter, wooden toys, unique pottery, clothing and a wealth of other riches. Applaud hundreds of performers, on stage and literally all around you. Mingle with sword fighters, minstrels, magicians, mud-beggars, wenches and more, for all the world's a stage!</p>			</p>    			<br><br>",26.308546,02/12/2011,http://www.artscalendar.com/event/detail/440460764/Florida_Renaissance_Festival,Florida Renaissance Festival
,-80.148274,http://www.artscalendar.com/sites/artscalendar.com/images/org/220005264/eco_medium.jpg,FL,Miami,Miami-Dade Parks,Eco-Adventures,01/01/2037,"On Eco-Adventures' naturalist-guided trip, canoeists will observe herons, white ibis and osprey and explore a tropical hardwood hammock in East Greynolds Park. Step back in time as you explore this natural river system in northeast Miami-Dade County.</p>			</p>    			<br><br>",25.847842,08/17/2009,http://www.artscalendar.com/event/detail/440420106/Historic_Oleta_River_Canoe_Trek,Historic Oleta River Canoe Trek
,-80.147971,http://www.artscalendar.com/sites/artscalendar.com/images/event/440899025/arabia_poster_medium.jpg,FL,Fort Lauderdale,401 Southwest Second Street,Museum of Discovery and Science,05/31/2011,"Steeped in ancient history and unique customs not found anywhere else in the world, Arabia mystifies us, shimmering like a desert mirage. For more than 2,000 years, its people have flourished in one of the harshest environments on the planet. Yet little is known about its fascinating culture which has remained hidden from the West for far too long. Now, with the full force of IMAX&reg; 3D cinematography, Arabia takes viewers deep into the heart of this exotic land where they&rsquo;ll experience firsthand the mystique of Arabia both past and present. Like visitors on a magic carpet ride, audiences will discover the lost city of Madain Saleh and explore its ancient tombs; they will travel with a camel caravan along the early frankincense trade route; they will share in the lamp-lit warmth of a Bedouin family tent and travel back in time to the Islamic Golden Age when Arabian science and scholarship flourished; and they will survive a desert sandstorm and dive the coral reefs and ancient shipwrecks of the dazzling Red Sea.</p>			</p>    			<br><br>",26.120993,09/03/2010,http://www.artscalendar.com/event/detail/440899025/ARABIA_3D,ARABIA 3D
,-80.147971,http://www.artscalendar.com/sites/artscalendar.com/images/event/440899026/dinosaurs-3d_medium.jpg,FL,Fort Lauderdale,401 Southwest Second Street,Museum of Discovery and Science,05/31/2011,"Dinosaurs are among the most fascinating animals to have ever walked the Earth. We are captivated by their size and intrigued that they disappeared millions of years ago. Dinosaurs: Giants of Patagonia 3D will take a unique 3D journey to Patagonia in southern Argentina to discover the world of the largest known dinosaurs. Done in close collaboration with the foremost paleontologists, the film creates highly realistic computer generated 3D footage of the giant dinosaurs, Giganotosaurus and Argentinosaurus.</p>			</p>    			<br><br>",26.120993,09/03/2010,http://www.artscalendar.com/event/detail/440899026/DINOSAURS_GIANTS_OF_PATAGONIA_3D,DINOSAURS: GIANTS OF PATAGONIA 3D
,,http://www.artscalendar.com/sites/artscalendar.com/images/event/440828802/fancy_medium.jpg,FL,Fort Lauderdale,2400 Civic Center Place,Miramar Cultural Center,04/16/2011,"Fancy Nancy &amp; Other Storybooks, a musical revue based on popular children's literature. Six delightful stories come to life in Theatreworks USA's musical revue Fancy Nancy &amp; Other Storybooks . Performed by a five-member cast who portray dozens of characters throughout the show, the stories represent various issues, themes and ideas relevant to a broad and diverse audience of children. Books featured in the show include: FANCY NANCY - Nancy just doesn't understand why she's the only one who appreciated the value of frilly accessories and a prodigious vocabulary. It's time to teach her family how to be fancy! BABYMOUSE, THE MUSICAL - Curtain up, light the lights! Will the irresistible, irrepressible Babymouse win the lead in the school musical or will Felicia Furrypaws steal the show? DUCK FOR PRESIDENT - The winds of change are blowing, and a politically ambitious Duck is leading the revolution! But can he bring a new bill to Capitol Hill? I HAVE TO GO! - Andrew insists that he doesn't need to use the restroom, but once he's zipped, snapped, buttoned, and buckled in the backseat, he hears the call of nature. LEONARDO, THE TERRIBLE MONSTER - Though he isn't big and he can't seem to frighten anyone, Leonardo just knows he can scare the tuna salad out of the biggest scaredy-cat. PIRATES DON'T CHANGE DIAPERS -- When Jeremy Jacob's old seafaring mateys show up to claim a buried treasure, they wake up his little sister, and the whole piratical crew must go on.</p>			</p>    			<br><br>",,04/16/2011,http://www.artscalendar.com/event/detail/440828802/Fancy_Nancy_and_Other_Storybooks,Fancy Nancy and Other Storybooks
,-80.2265545,http://www.artscalendar.com/sites/artscalendar.com/images/event/440828801/frog_medium.jpg,FL,Fort Lauderdale,3100 Ray Ferrero Junior Boulevard,Rose and Alfred Miniaci Performing Arts Center,04/24/2011,"Stages Productions magical tale of The Frog Prince comes to life with its timeless lessons of compassion, keeping promises, and true beauty. This powerful musical cleverly mixes these vital themes with great songs, comedy, dancing, and just enough romance to create a memorable experience for the whole family. Join the enchanted frog, the beautiful princess, and the entire kingdom as they learn that &quot;you can't judge a book by its cover, and you can't judge a frog by his warts!&quot;</p>			</p>    			<br><br>",26.0695412,04/24/2011,http://www.artscalendar.com/event/detail/440828801/Frog_Prince,Frog Prince
,-80.149426,http://www.artscalendar.com/sites/artscalendar.com/images/event/440828800/pooh_medium.jpg,FL,Fort Lauderdale,201 Southwest 5th Avenue,Broward Center for the Performing Arts,05/01/2011,"Join Christopher, and his best friend Pooh, and the whole animal crew for a delightful, eye-opening adventure told with the hands and voices of the deaf and hearing actors. Follow Pooh and Piglet on a Heffalump hunt, watch the Rabbit scheme to rid the forest of Kanga's dreaded bathtub, and help Eeyore search for his tail. Along the way you just might pick up a few lessons of friendship, loyalty and acceptance. Featuring the brilliant talent of Sign Stage on Tour in its 15th touring year, this family production is signed and spoken simultaneously.<br> &nbsp;</p>			</p>    			<br><br>",26.1193,05/01/2011,http://www.artscalendar.com/event/detail/440828800/Winne_the_Pooh,Winne the Pooh
,,http://www.artscalendar.com/sites/artscalendar.com/images/event/440828799/butterfly_medium.jpg,FL,Fort Lauderdale,2400 Civic Center Place,Miramar Cultural Center,05/02/2011,"Triumph of the human spirit, this play shares the hopes, the fears, and the beauty of the children of Terezin. Over 15,000 Jewish children passed through Terezin Concentration Camp during World War II in which fewer than 100 survived. Their true story, told through the artwork and poetry they left behind, creates a compelling picture of defiance and of vibrant life!</p>			</p>    			<br><br>",,05/02/2011,http://www.artscalendar.com/event/detail/440828799/I_Never_Saw_Another_Butterfly_,I Never Saw Another Butterfly
,-80.196719,http://www.artscalendar.com/sites/artscalendar.com/images/event/440828797/pooh_medium.jpg,FL,Miami,11300 Northeast Second Avenue,Broad Center for the Performing Arts,05/04/2011,"5/4/2011<br> Amaturo Theater<br> Join Christopher, his best friend Pooh, and the whole animal crew for a delightful, eye-opening adventure told with the hands and voices of the deaf and hearing actors.</p>			</p>    			<br><br>",25.878502,05/04/2011,http://www.artscalendar.com/event/detail/440828797/Winnie_the_Pooh,Winnie the Pooh
,-80.136172,http://www.artscalendar.com/sites/artscalendar.com/images/event/440828796/doktor_medium.jpg,FL,Fort Lauderdale,707 Northeast Eighth Street,Broward Center for the Performing Arts  &gt; Parker Playhouse,05/05/2011,"Docktor Kaboom! takes his audience on an amazing educational tour of the modern scientific method, using humor and comedy while demonstrating spectacular applications of the physical sciences.</p>			</p>    			<br><br>",26.134246,05/05/2011,http://www.artscalendar.com/event/detail/440828796/Doktor_Kaboom_,Doktor Kaboom!
,-80.134567,http://www.artscalendar.com/sites/artscalendar.com/images/event/440828794/doktor_medium.jpg,FL,Aventura,3385 NE 188th Street,Aventura Art and Cultural Center,05/06/2011,"Doktor Kaboom! is an interactive performance that creatively blends theatre arts with the wonders of scientific exploration. Join him for a sidesplitting journey of increasingly spectacular, and often successful, experiments and demonstrations. Docktor Kaboom! takes his audience on an amazing educational tour of the modern scientific method, using humor and comedy while demonstrating spectacular applications of the physical sciences.</p>			</p>    			<br><br>",25.949623,05/06/2011,http://www.artscalendar.com/event/detail/440828794/Doktor_Kaboom,Doktor Kaboom!
,,http://www.artscalendar.com/sites/artscalendar.com/images/event/440828795/caps4_medium.jpg,FL,Fort Lauderdale,2400 Civic Center Place,Miramar Cultural Center,05/06/2011,Hudson Vagabond Puppets uses bunraku puppetry to act out the familiar story of the cap salesman who falls asleep under a under a 10-foot tall canopy of trees and wake up without his wares!</p>			</p>    			<br><br>,,05/06/2011,http://www.artscalendar.com/event/detail/440828795/Caps_for_Sale_,Caps for Sale
