moreInfo,eventDate,place,phone,imageLogo,description,price,address,name
http://www.sfstation.com/goat-festival-e862291,Sat Apr 17,Ferry Plaza Farmer's Market,,http://www.sfstation.com/images/ev/91/862291a_tn220x220.jpg,"10 - 11	<br />The Goat Girls (Jennifer Bice of Redwood Hill Farm and Creamery, Laura Howard of Laloos Goats Milk Ice Cream, and Mary Keehn of Cypress Grove Chevre), founders of Promote the Goat will give a talk about goat milk and all the different ways to use it.<br /><br />After their talk, the Goat Girls will have an education table with info and samples of goat milk products. CUESA will also have a guide to goat cheeses found in the market with samples.<br /><br />11:00	Seasonal Cooking Demonstration<br /> 	Mark Dommen, One Market<br />11:45	Seasonal Cooking Demonstration and Book Signing<br /> 	Maggie Foard author of Goat Cheese<br />12:30	 Book talk, interview, and book signing<br /> 	<br />Gordon Edgar author of Cheesemonger: A Life on the Wedge",,"One Ferry Building	       	      San Francisco, CA  	      94105",Goat Festival
http://www.sfstation.com/the-san-francisco-international-beer-festival-e290881,Sat Apr 24,Festival Pavilion,415.358.5727,http://www.sfstation.com/images/ev/81/290881a_tn220x220.jpg,Sample over 300 incredible beers from some of thebest craft brewers in the world. Taste a delicious variety of offerings from some of San Franciscos best restaurants.<br /><br />$60 admission includes unlimited beer tastings and noshing. <br />The money raised for this event will go to fund the teaching and learning programs at the Telegraph Hill Cooperative Nursery School for an entire year!,$60,"In Fort Mason Center	       	      San Francisco, CA  	      94123",The San Francisco International Beer Festival
http://www.sfstation.com/sunday-streets-e383621,"Sun Mar 14 - Sun Oct 24, 2010",San Francisco,415-355-3755,http://www.sfstation.com/images/ev/21/383621a_tn220x220.jpg,"Every month San Francisco is hosting this event in a new location, see the website for exact locations!<br /><br /><br />March 14th:<br />The 3.3 mile route travels along the Embarcadero, from China Basin in Mission Bay to Fishermans Wharf. The Fishermans Wharf Community Benefit District and PIER 39 join Sunday Streets once again, and are presenting a Family Fitness Fair in conjunction with Sunday Streets. Activities include free Salsa lessons, bike programs, rentals, repairs, kids games and activities, Yoga, adult fitness and dance workout sessions and much, much more! NO CARS ALLOWED!<br /><br />Fishermans Wharf Family Fitness Fair: In the heart of Wharf at Jefferson and Powell Presented by Fishermans Wharf CBD<br />Free bike valet parking by the SFBC at PIER 39 Fishermans Wharf Family Fitness Fair<br /> Cyclecide Pedal-Powered Amusement Rides<br /> Rock Climbing Wall<br /> Kids Fitness Activities by YMCA Chinatown<br /> 12-2: Radio Disney interactive show<br /> Fisherman's Wharf Welcome Booth: spin the Wheel of Fortune for deals and surprises<br /> Historic Pier 45 info and tours: Learn about the SS Jeremiah O'Brien and USS Pampanito PIER 39 Family Fun shows &amp; workshops:<br /> 10 -10:40: Big Al Catraz Magic Show &amp; Workshop<br /> 11 -11:40: Dana Smith Spinning Objects Show<br /> 12 -12:40: Mitchel Barrett Juggling Show &amp; Workshop<br /> 12:40 -1: U.S. Post Office special unveiling<br /> 1- 1:40: Captain Jack Spareribs Pirate Magic and Ventriloquism Show &amp; Workshop<br /> 2- 2:40: Scotty Meltzer and Katrine Spang-Hanssen Balloon Animal Show &amp; Workshop<br /> 10 am  3 pm: Salty the Sea Lion Mascot Dance: PIER 39s East Park Dance Lessons:<br /> 12 -12:40: Ava Apple &amp; Rodolfo Guzman<br /> 12:45 -1:15: Marci Judelsons Boomercize®<br /> 1:20  2:10: Ava Apple &amp; Rodolfo Guzman<br /> 2:15 - 2:45: Marci Judelsons Boomercize®<br /><br />Bike Programs: Harry Bridges Plaza, Pier 7, South Beach Park Presented by the Presidio YMCA Bike Program and the SF Bicycle Coalition<br /> Bike rentals @ AT&amp;T Park, Ferry Building,<br /> Electric Bicycle outlet  Ferry Building<br /> Bike rides on Bike &amp; Rolls bike built for six<br /> Bike repair  Bike Hut (South Beach Marina)<br /> Bike repair -Sports Basement (Ferry Building)<br /> Youth Bike Rodeo by Presidio YMCA (Pier 7)<br /> Freedom from Training Wheels (Pier 7)<br /> 10-12:30: Bike to School<br />Family Training Ride (Pier 7)<br /> 10- 3: Free Valet Parking by the SFBC at PIER 39 and Fishermans Wharf Family Fitness Fair<br /><br />Kids Events -South Beach Park<br />Presented by Embarcadero YMCA<br /> Childrens Games<br /> Its Yoga Kids!<br /> LGBT Family Collaborative  Arts and Crafts Pet Programs: South Beach Park<br /> Muttville Senior Dog Rescue<br /><br />Roller Skating: Justin Herman Plaza Presented by David Miles, Godfather of Skate &amp; CA Outdoor Rollersports Assoc.<br /> 10-2:30: Free roller rink, lessons &amp; skates (available while supplies last)<br /> RollerSoccer International Federation clinics, demos by RollerSoccer US Team players<br /> 12:30 &amp; 2:30: Slumdog Millionaire dance<br /> 12:45 &amp; 2:45: Thriller skate dance<br /> RollerSoccer International Federation clinics, demos by RollerSoccer US Team players<br /><br />Yoga: Rincon Park at Folsom and Embarcadero (aka Cupids Span)<br /> 10-3: Fitness From the Heart w/ Shehabeddin, aka Sgt. E.<br /> 12:30-1:20: VyAyr Fitness<br /> Purusha Yoga Martial Arts: Cupids Span<br /> 10-3: Golden Gate Kokikai Aikido<br /> 10- 3: Embarcadero YMCA Hapkido Club<br /><br />Water Programs: South Beach Marina, Pier 52-54 in China Basin<br /> City Kayak- Kayak lessons South Beach Marina (near 2nd and Townsend)<br /> Embarcadero Rowing Club (Pier 54 China Basin)",,"See Date for Location	       	      San Francisco, CA  	      N/A",Sunday Streets
http://www.sfstation.com/mauricio-bertin-e854461,Wed Apr 14 - Wed May 26,Enrico's,415.982.6223,http://www.sfstation.com,"Description<br /><br /><br /><br />From Chile to San Francisco, capturing the blends of the Latin Music.<br />Mauricio Bertin is the kind of entertainment that will take you to places and rhythms <br />where the Gipsy Rumba and the Romantic Bolero become one .<br />Guitarist and Singer, Mauricio Bertin with three music albums have been performing in the North of California with the greatest Flamenco-Jazz, Latin Rock and Salsa Bands of San Francisco. Now presenting his new Solo album &quot;Girl from Ipanema&quot;",,"504 Broadway Street	       	      San Francisco, CA  	      94113",Mauricio Bertin
http://www.sfstation.com/coachella-valley-music-and-arts-festival-e501491,Fri Apr 16 - Sun Apr 18,Empire Polo Fields,,http://www.sfstation.com/images/ev/91/501491a_tn220x220.jpg,"TICKETS ON SALE FRIDAY, JANUARY 22 AT 10:00 AM<br /><br />The 11th COACHELLA VALLEY MUSIC &amp; ARTS FESTIVAL will feature a mix of artists ranging from Pavement, Thom Yorke????, Vampire Weekend, Them Crooked Vultures, LCD Soundsystem, Phoenix, Tiësto, Faith No More, Deadmau5, David Guetta, MGMT and Public Image Limited.  Set for Friday, April 16, Saturday, April 17 and Sunday, April 18 at the beautiful Empire Polo Club in Indio, CA--the same grounds where COACHELLA debuted in 1999--the COACHELLA 2010 line-up will feature more than 130 acts. <br /><br />This year's COACHELLA will feature a variety of options to make the concert experience an enjoyable one.  In addition to expanded camping options--including car, RV and traditional tent camping-- COACHELLA will allow, for the first time, in-and-out privileges for all attendees.   Festival goers will once again have the ability to purchase 3-day festival tickets and various onsite camping options via an easy layaway payment plan.  <br />For those looking to streamline the weekends experience, COACHELLA has teamed with Valley Music Travel to provide exclusive travel packages, local hotel shuttle transportation and private home rentals with VIP COACHELLA access.  For more information and to purchase tickets, please visit www.valleymusictravel.com/coachella.php.<br /><br />FRIDAY APRIL 16:  Jay-Z, LCD Soundsystem, Them Crooked Vultures, Vampire Weekend, Deadmau5, Public Image Limited, The Specials, Grizzly Bear, Passion Pit, Echo and the Bunnymen, Benny Benassi, Fever Ray, Grace Jones, She &amp; Him, Erol Alkan, The Avett Brothers, Calle 13, The Whitest Boy Alive, The Cribs, La Roux, Yeasayer, Lucero, DJ Lance Rock, The Dillinger Escape Plan, Proxy, Ra Ra Riot, Deer Tick, Wolfgang Gartner, Aeroplane, Iglu &amp; Hartly, Sleigh Bells, P.O.S., Baroness, Hockey, Little Dragon, White Rabbits, Wale, Kate Miller-Heidke, As Tall as Lions, Jets Overhead, Alana Grace, Pablo Hassan.<br /><br />Listen: http://lala.com/zzY2I<br /><br />SATURDAY, APRIL 17:  Muse, Faith No More, Tiësto, MGMT, David Guetta, The Dead Weather, Hot Chip, Devo, Coheed and Cambria, Kaskade, 2Many DJ's, Major Lazer, Dirty Projectors, Gossip, Z-Trip, The xx, John Waters, Les Claypool, The Raveonettes, Mew, Sia, Camera Obscura, Tokyo Police Club, Porcupine Tree, Old Crow Medicine Show, Aterciopalados, Bassnectar, Frightened Rabbit, Dirty South, Flying Lotus, Corinne Bailey Rae, Pretty Lights, Shooter Jennings, RX Bandits, The Almighty Defenders, Edward Sharp and the Magnetic Zeros, Craze &amp; Klever, Zoe, The Temper Trap, Portugal. The Man, Band of Skulls, Girls, Beach House, Steel Train, Frank Turner.<br /><br />SUNDAY, APRIL 18:  Gorillaz, Pavement, Thom Yorke, Phoenix, Orbital, Spoon, Sly and the Family Stone, De La Soul, Julian Casablancas, Plastikman, Gary Numan, Charlotte Gainsbourg, Sunny Day Real Estate, Yo La Tengo, MUTEMATH, Deerhunter, Infected Mushroom, Club 75, Matt &amp; Kim, The Big Pink, Gil Scott-Heron, King Khan and the Shrines, Florence and the Machine, Yann Tiersen, Little Boots, Miike Snow, Talvin Singh, Ceu, B.o.B., Babasonicos, Owen Pallett, The Glitch Mob, Mayer Hawthorne, Local Natives, Rusko, The Middle East, Hadouken!, The Soft Pack, Kevin Devine, Paparazzi, Delphic, One EskimO.<br /><br />Tickets for COACHELLA go on sale Friday, January 22 at 10:00 AM at all Ticketmaster locations and www.coachella.com. Three-day weekend passes are $269.00, plus surcharges.  More details on layaway, camping options and up-to-the minute information, can be found at www.coachella.com.  COACHELLA 2010 sponsors include Heineken and PlayStation.",,"81-800 AVENUE 51 	       	      San Francisco, CA  	      92201",Coachella Valley Music &amp; Arts Festival
http://www.sfstation.com/coachella-valley-music-and-arts-festival-e501491,Fri Apr 16 - Sun Apr 18,Empire Polo Fields,,http://www.sfstation.com/images/ev/91/501491a_tn220x220.jpg,"TICKETS ON SALE FRIDAY, JANUARY 22 AT 10:00 AM<br /><br />The 11th COACHELLA VALLEY MUSIC &amp; ARTS FESTIVAL will feature a mix of artists ranging from Pavement, Thom Yorke????, Vampire Weekend, Them Crooked Vultures, LCD Soundsystem, Phoenix, Tiësto, Faith No More, Deadmau5, David Guetta, MGMT and Public Image Limited.  Set for Friday, April 16, Saturday, April 17 and Sunday, April 18 at the beautiful Empire Polo Club in Indio, CA--the same grounds where COACHELLA debuted in 1999--the COACHELLA 2010 line-up will feature more than 130 acts. <br /><br />This year's COACHELLA will feature a variety of options to make the concert experience an enjoyable one.  In addition to expanded camping options--including car, RV and traditional tent camping-- COACHELLA will allow, for the first time, in-and-out privileges for all attendees.   Festival goers will once again have the ability to purchase 3-day festival tickets and various onsite camping options via an easy layaway payment plan.  <br />For those looking to streamline the weekends experience, COACHELLA has teamed with Valley Music Travel to provide exclusive travel packages, local hotel shuttle transportation and private home rentals with VIP COACHELLA access.  For more information and to purchase tickets, please visit www.valleymusictravel.com/coachella.php.<br /><br />FRIDAY APRIL 16:  Jay-Z, LCD Soundsystem, Them Crooked Vultures, Vampire Weekend, Deadmau5, Public Image Limited, The Specials, Grizzly Bear, Passion Pit, Echo and the Bunnymen, Benny Benassi, Fever Ray, Grace Jones, She &amp; Him, Erol Alkan, The Avett Brothers, Calle 13, The Whitest Boy Alive, The Cribs, La Roux, Yeasayer, Lucero, DJ Lance Rock, The Dillinger Escape Plan, Proxy, Ra Ra Riot, Deer Tick, Wolfgang Gartner, Aeroplane, Iglu &amp; Hartly, Sleigh Bells, P.O.S., Baroness, Hockey, Little Dragon, White Rabbits, Wale, Kate Miller-Heidke, As Tall as Lions, Jets Overhead, Alana Grace, Pablo Hassan.<br /><br />Listen: http://lala.com/zzY2I<br /><br />SATURDAY, APRIL 17:  Muse, Faith No More, Tiësto, MGMT, David Guetta, The Dead Weather, Hot Chip, Devo, Coheed and Cambria, Kaskade, 2Many DJ's, Major Lazer, Dirty Projectors, Gossip, Z-Trip, The xx, John Waters, Les Claypool, The Raveonettes, Mew, Sia, Camera Obscura, Tokyo Police Club, Porcupine Tree, Old Crow Medicine Show, Aterciopalados, Bassnectar, Frightened Rabbit, Dirty South, Flying Lotus, Corinne Bailey Rae, Pretty Lights, Shooter Jennings, RX Bandits, The Almighty Defenders, Edward Sharp and the Magnetic Zeros, Craze &amp; Klever, Zoe, The Temper Trap, Portugal. The Man, Band of Skulls, Girls, Beach House, Steel Train, Frank Turner.<br /><br />SUNDAY, APRIL 18:  Gorillaz, Pavement, Thom Yorke, Phoenix, Orbital, Spoon, Sly and the Family Stone, De La Soul, Julian Casablancas, Plastikman, Gary Numan, Charlotte Gainsbourg, Sunny Day Real Estate, Yo La Tengo, MUTEMATH, Deerhunter, Infected Mushroom, Club 75, Matt &amp; Kim, The Big Pink, Gil Scott-Heron, King Khan and the Shrines, Florence and the Machine, Yann Tiersen, Little Boots, Miike Snow, Talvin Singh, Ceu, B.o.B., Babasonicos, Owen Pallett, The Glitch Mob, Mayer Hawthorne, Local Natives, Rusko, The Middle East, Hadouken!, The Soft Pack, Kevin Devine, Paparazzi, Delphic, One EskimO.<br /><br />Tickets for COACHELLA go on sale Friday, January 22 at 10:00 AM at all Ticketmaster locations and www.coachella.com. Three-day weekend passes are $269.00, plus surcharges.  More details on layaway, camping options and up-to-the minute information, can be found at www.coachella.com.  COACHELLA 2010 sponsors include Heineken and PlayStation.",,"81-800 AVENUE 51 	       	      San Francisco, CA  	      92201",Coachella Valley Music &amp; Arts Festival
http://www.sfstation.com/persian-flamingo-jazz-e854531,Sat Apr 24 - Sat May 22,Enrico's,415.982.6223,http://www.sfstation.com,"Fazz is more than a band's name. It defines the unique style developed over many years by San Francisco-based guitarist and composer Farzad Arjmand. Farzad has traveled the world and has been influenced by many cultures. He began by studying classical guitar and later developed a strong interest in Jazz. While attending San Jose State University he played in a rock band, When exposed to Flamenco Guitar immediately intrigued and focused his energy on studying it as well. He has combined all of these styles, most prominently Flamenco and Jazz to create &quot; FAZZ&quot; <br /><br />More Info: www.myspace.com//sffazz",,"504 Broadway Street	       	      San Francisco, CA  	      94113",Persian Flamingo Jazz
http://www.sfstation.com/mauricio-bertin-e854461,Wed Apr 14 - Wed May 26,Enrico's,415.982.6223,http://www.sfstation.com,"Description<br /><br /><br /><br />From Chile to San Francisco, capturing the blends of the Latin Music.<br />Mauricio Bertin is the kind of entertainment that will take you to places and rhythms <br />where the Gipsy Rumba and the Romantic Bolero become one .<br />Guitarist and Singer, Mauricio Bertin with three music albums have been performing in the North of California with the greatest Flamenco-Jazz, Latin Rock and Salsa Bands of San Francisco. Now presenting his new Solo album &quot;Girl from Ipanema&quot;",,"504 Broadway Street	       	      San Francisco, CA  	      94113",Mauricio Bertin
http://www.sfstation.com/bayview-ecocenter-ribbon-cutting-and-community-celebration-e863961,Sun Apr 18,Heron's Head Park,,http://www.sfstation.com,"FOR IMMEDIATE RELEASE <br />For more information: <br />Malik Looper, Executive Director  (415) 282-6840 w / (415) 425-1476 c <br />Sarah Alexander, Communications Coordinator  (415) 282-6840 w / (415) 400-6689 c <br />  <br />San Franciscos Greenest Building Opens <br />in Bayview Hunters Point <br />on Earth Day Anniversary <br />Sunday, April 18, 2010 <br />10:00AM  3:00PM <br />Cargo Way @ Jennings Street <br />San Franciscos Bayview Hunters Point <br />  <br />On April 18, 2010, Bayview Hunters Point will mark the largest environmental justice empowerment celebration in the communitys history and a major milestone in San Francisco sustainability.  The 10th Annual Peoples Earth Day event will culminate in the Grand Opening of the EcoCenter at Herons Head Park, the first and only off-grid facility in southeast San Francisco, and the first and only environmental justice education center in the Bay Area. US EPA Region 9 Administrator Jared Blumenfeld will be the events keynote speaker.  This years celebration is taking place in conjunction with Sunday Streets, and marks the 40th Anniversary of Earth Day, which is credited as the birth of the modern environmental movement. <br />  <br />Located at Pier 98 just two blocks east of 3rd Street on Cargo Way and Jennings Street, the EcoCenter at Herons Head park is San Franciscos very first off-grid building, modeling solar power and alternative wastewater technologies.  Nearly every feature of this 1,500-square foot facility will be used to educate the public about renewable energy, pollution and greenhouse gas reduction, wastewater treatment, sustainable building materials, and the green economy.  The EcoCenter is a collaborative project between the Hunters Point-based non-profit organization Literacy for Environmental Justice, the Port of San Francisco, the San Francisco Department of the Environment and the State Coastal Conservancy.  Major funding for Low Impact Design was additionally provided by the State Water Resources Control Board via the American Recovery and Reinvestment Act of 2009 (ARRA). <br />  <br />Literacy for Environmental Justice (LEJ) has celebrated Peoples Earth Day with the Bayview community for 10 years--using an atmosphere of fun to inspire awareness and foster appreciation and understanding of the principles that bring justice and sustainability in Bayview Hunters Point in order to promote long-term health for our community.  LEJ welcomes all to join this years Anniversary and Grand Opening ribbon cutting celebration featuring: <br />·       Healing for the land and spirit from the Ohlone People and Hamaya dancers <br />·       The announcement of a major new scholarship fund for Bayview youth <br />·       The unveiling of a signature heron sculpture designed and created by metal artist Daniel Macchiarini in collaboration with LEJ youth <br />·       Jazz and R&amp;B from Jaye &amp; Friends <br />·       Local and international cuisine from Good Eats and La Laguna <br />·       A showcase of talent <br />·       Bird tours led by SF Nature <br />·       Hands on the land restoration activities in Herons Head Park <br />·       Tours of the EcoCenter led by LEJ youth interns <br />·       Sustainability Fair<br />·       Confirmed speakers include San Francisco Supervisor Sophie Maxwell and Indian Canyon Key Keeper Ann Marie Sayers <br />  <br />United Airlines, Salesforce.com and the Port of San Francisco are sponsoring the 2010 Peoples Earth Day Celebration and EcoCenter Grand Opening.  The event is presented by Literacy for Environmental Justice with outreach support from Public Allies. <br />  <br />Because Peoples Earth Day is taking place in conjunction with Sunday Streets, 3rd Street northbound will be closed to traffic from 10:30 am - 3:00 pm.  There will be intermittent vehicle access to this event at 3rd St. &amp; Cargo Way. For a map of closed streets and alternate routes to reach Herons Head Park, refer to www.sundaystreetssf.com <br />  <br />About Literacy for Environmental Justice: Founded in 1998 by a coalition of youth, educators, and community leaders, LEJ addresses the ecological and health concerns of Bayview Hunters Point and the surrounding communities of southeast San Francisco.   LEJs mission is to foster an understanding of the principles of environmental justice and urban sustainability in our young people in order to promote the long-term health of our communities. LEJ provides paid internships to Bayview Hunters Point youth in environmental health, natural ecology, and food security, and we offer free hands-on environmental educational programs to schools, colleges and youth programs.  www.lejyouth.org <br />  <br />About Sunday Streets:  Sunday Streets is presented by the San Francisco Municipal Transportation Agency (SFMTA) as an incentive for San Franciscans to become more active and healthy, and experience the diverse communities within the city.  Temporarily closing some streets to automobile traffic opens them up to people for walking, cycling, skating and recreation, creating a stronger sense of community in neighborhoods throughout the city. www.sundaystreetssf.com <br />  <br />&amp;#8232;<br />PEOPLES EARTH DAY AND ECOCENTER GRAND OPENING <br />SCHEDULE OF MAJOR EVENTS <br />ALL ACTIVITIES TAKE PLACE AT HERONS HEAD PARK, CARGO WAY &amp; JENNINGS STREET <br />  <br />9:45AM	Hamaya Dancers: Prayer Dance &amp;#8232;10:00AM	Peoples Earth Day Kickoff &amp; Welcome <br />    	1-hour bird tour of Herons Head Park <br />10:30AM	Public Tours of EcoCenter (through 12:30; limited capacity, come <br />early for signup)   <br />11:00 AM	1-hour bird tour of Herons Head Park<br />12:30PM	Tree-planting and unveiling of Heron sculpture at EcoCenter <br />12:45PM	Hamaya Dancers: Processional &amp; Environmental Dance <br />1:00PM	Benediction from Marquez Gray <br />1:15PM	Acknowledgments and welcome from LEJ Executive Director <br />Malik Looper <br />1:30PM	Announcement of new youth scholarship fund by Salesforce.com <br />1:35PM	Comments from Port of San Francisco Executive Director Monique <br />Moyer <br />1:40PM	Invited speakers: Ann Marie Sayers and SF Supervisor Sophie <br />Maxwell <br />2:00PM	Keynote: US EPA Region 9 Administrator Jared Blumenfeld   <br />2:15PM	EcoCenter Ribbon-Cutting <br />3:00PM	Close <br /> ",,"Jenning's Street Pier	       	      San Francisco, CA  	      94124",Bayview EcoCenter Ribbon Cutting and Community Celebration
http://www.sfstation.com/bassment-e791931,Thu Feb 18 - Thu May 27,Enrico's,415.982.6223,http://www.sfstation.com,"Inspired by organist Neal Evans' ability to play left hand bass lines, Kevin Wong put together a double manual keyboard rig in 2003 in San Luis Obispo with a Nord Electro 2 on top and a Yamaha DX-7 on bottom. Kevins organ trio with Pat Pell (drums) and Wes Smith (saxophone) was instantly popular. MC Xarius came on board and completed an ensemble which combined the vocal improvisation of hip-hop and the instrumental improvisation of jazz. The collective, FUSED, represented the union of these two genres. <br /><br />When Kevin moved to San Francisco in 2006, he formed a new band called BASSment with local SF players Nate Mercereau (guitar), Daniel Casares (tenor sax), Mike Rayray (drums). The group's chemistry was so good that &quot;every song we play is the best thing you've ever heard&quot;. The addition of special guests Vince Rillera (bass guitar), Mandeep Sethi (vocals), Lionel Briones (alto sax) and Will Magid (trumpet) opened many new musical doors/possibilties and added new colors/flavors to the mix. <br /><br /><br />In 2009, Kevin put together a new rig with a Hammond XK-1 on bottom, Yamaha MO6 on top, &amp; a Motion Sound Pro-3x leslie speaker. Nate got a talkbox, Daniel moved to france, and Dewey Tucker (bass guitar) and saxophonist Andre Barton (alto sax) were added to the group. The resulting band was absolutely unbelievable, with a unique combination of virtuosity, chemistry, improvisational ability, energy, emotion, and feel. Currently, we are blowing minds and melting faces throughout the bay area",,"504 Broadway Street	       	      San Francisco, CA  	      94113",BaSSment
http://www.sfstation.com/tell-it-slant-e818631,Sat Apr 17 - Sun May 16,Southside Theater,415-433-1235,http://www.sfstation.com,"Tell It Slant, a new musical drama about the youthful love of poet Emily Dickinson, by Sharmon J. Hilfinger and composer Joan McMillen.  April 17  May 16, Southside Theater at Fort Mason Center, Building D, Marina Blvd. &amp; Buchanan St., San Francisco.  Performances are Fridays &amp; Saturdays at 8:00 pm, Sunday matinees at 2:00 pm, and three Sunday evenings, April 25, May 2, May 9 at 8:00 p.m.  Preview April 16 at 8:00 pm. Tickets $20 - $40. (415) 433-1235, www.tixbayarea.com",$20 - $40,"In Fort Mason Center	       	      San Francisco, CA  	      94123",Tell It Slant
