city,address,venue,description,email,longitude,zipcode,image,state,title,website,ticketPhone,times,latitude,dates,tickets,moreInfoLink
Riverside,15191 Washington st,Mosaic my world Studio,Beginning to advanced mosaic classes in a fun environment. You will learn direct and indirect mosaic techniques on all types of substrates. Call for more info 951-529-2048</p>			</p>    			<br><br>,Twogalranch@sbcglobal.net,-117.3822295,92506,http://www.inlandarts.com/sites/inlandarts.com/images/event/440992495/thumbnailcajn0l4f[1]_medium.jpg,CA,Mosaic workshop,,951-529-2048,10:00-1:00,33.8986794,12/01/2010-12/28/2011,80.00 per month this includes class and materials,http://www.inlandarts.com/event/detail/440992495/Mosaic_workshop
Palm Desert,43-500 Monterey Avenue,Walter N. Marks Center for the Arts,"Ken Foto will exhibit photography from 1980 - 2010. A College of the Desert student and Navy Veteran. Opening reception will be held on December 2, 2010 from 5-7 pm. Musical entertainment by Clive Wright and Pippi Bernstein</p>			</p>    			<br><br>",niaart@aol.com,-116.385504,92260,http://www.inlandarts.com/sites/inlandarts.com/images/event/440968909/ken_foto[1]_medium.jpg,CA,People - Places - Things: Ken Foto,,,"Monday - Thursday - Noon - 4 p.m. and by appointment. Opening reception will be held on Dec. 2, 2010 from 5-7 pm.",33.748654,11/22/2010-12/16/2011,Free and open to the public,http://www.inlandarts.com/event/detail/440968909/People_Places_Things_Ken_Foto_
,,,"The Tolerance / Hoocaust Exhibit</p> <p>Engage&nbsp;in the&nbsp;Tolerancenter's state-of-the-art interactive exhibits that expose the dynamics of prejudice and discrimination historically and today.&nbsp; Witness history as you journey&nbsp;through the Holocaust Exhibit, a light and sound guided seventy-five minute dramatic presentation. Receive a photo passport card of a child whose life was changed by the Holocaust.</p> <p>NEW EXHIBIT!!! The Life and Legacy of Simon Wiesenthal</p> <p>See this muitimedia presentation in Mr.Wiesenthal's actual office, transported to the MOT from Vienna</p> <p>Finding Our Families, Finding Ourselves</p> <p>Explore America's multicultural legacy through this inspirational multimedia exhibit. Take a virtual journey to America's shores. Step into the recreated childhood homes of Dr. Maya Angelou, Billy Crystal, Caslos Santana, and Joe Torre, as they share a&nbsp;treasure trove of family stories, memories and dreams. Learn how to discover your own family history in the Computer Lab, and appreciate the diversity that makes our society great.&nbsp;</p> <p>&nbsp;</p> <p>&nbsp;</p>			</p>    			<br><br>",,,,http://www.inlandarts.com/sites/inlandarts.com/images/event/40141/museumoftolerance_medium.gif,,Museum of Tolerance,http://www.muesumoftolerance.com,,,,Ongoing,,http://www.inlandarts.com/event/detail/40141/Museum_of_Tolerance
Riverside,1200 University Ave,UCR Extension,Learn how and to make photographs under lower levels of light and preserve the scene or subject.</p>			</p>    			<br><br>,,-117.337399,92507,http://www.inlandarts.com/sites/inlandarts.com/images/event/441020117/ucrlogo_medium.jpg,CA,Available Light Photography Workshop,,,7pm-9:30pm,33.975227,03/30/2011-04/20/2011,$145,http://www.inlandarts.com/event/detail/441020117/Available_Light_Photography_Workshop
Riverside,1200 University Ave,UCR Extension,"Designed for newcomers to the medium of watercolors, and will be equally beneficial to beginners, as well as those with drawing or painting experience. This class explores dynamic techniques for creating beautiful watercolors of florals and gardens. In each class session, students begin and finish a different painting and learn techniques and methods that ensure success.</p>			</p>    			<br><br>",,-117.337399,92507,http://www.inlandarts.com/sites/inlandarts.com/images/event/440992837/ucrlogo_medium.jpg,CA,Beginning Watercolor Painting-Flowers and Gardens,,,6:30pm-9:30pm,33.975227,03/30/2011-05/18/2011,$195,http://www.inlandarts.com/event/detail/440992837/Beginning_Watercolor_PaintingFlowers_and_Gardens
Riverside,1200 University Ave,UCR Extension,"This class will provide hands on instruction for basic contemporary painting practices by examining the components of 2D image-making from a contemporary arts culture perspective. Using a variety of media, including acrylic and oil painting, students will develop strong fundamentals in painting.</p>			</p>    			<br><br>",,-117.337399,92507,http://www.inlandarts.com/sites/inlandarts.com/images/event/440992845/ucrlogo_medium.jpg,CA,Introduction to Contemporary Painting,,,9am-1pm,33.975227,04/09/2011-05/07/2011,$195,http://www.inlandarts.com/event/detail/440992845/Introduction_to_Contemporary_Painting
Riverside,1200 University Ave,UCR Extension,"Bring the sights, smells and good memories of your visit or trip back to life by keeping a good personal travel journal. Through lecture, discussion and in-class exercises, learn how to balance specific description and insightful reflection with the &quot;less is more&quot; concept to enrich your travel journal entries and your experiences.</p>			</p>    			<br><br>",,-117.337399,92507,http://www.inlandarts.com/sites/inlandarts.com/images/event/441062851/ucrlogo_medium.jpg,CA,Travel Journal Writing,,,9am-4pm,33.975227,05/14/2011,$105,http://www.inlandarts.com/event/detail/441062851/Travel_Journal_Writing
Riverside,1200 University Ave,UCR Extension,"A study of the craft of writing a novel, including proven techniques for keeping editors and readers interested.</p>			</p>    			<br><br>",,-117.337399,92507,http://www.inlandarts.com/sites/inlandarts.com/images/event/441020439/ucrlogo_medium.jpg,CA,Writing a Novel,https://www.extension.ucr.edu/enroll/catalog/olr_course_details.php?crsid=776,,10am-5pm,33.975227,04/05/2011-05/17/2011,$225,http://www.inlandarts.com/event/detail/441020439/Writing_a_Novel
Riverside,1200 University Ave,UCR Extension,"In this workshop, learn how to make a handcrafted codex book. The codex is a familiar book form with folded leaves and cover bound together. Students learn about the different components that make up a codex book and receive step-by-step instructions to create a casing and sew signatures that make up the block (pages) in the book.</p>			</p>    			<br><br>",,-117.337399,92507,http://www.inlandarts.com/sites/inlandarts.com/images/event/440992851/ucrlogo_medium.jpg,CA,Traditional Bookmaking,,,10am-2:30pm,33.975227,05/21/2011,$85,http://www.inlandarts.com/event/detail/440992851/Traditional_Bookmaking
Riverside,1200 University Ave,UCR Extension,This course explores the &quot;visible&quot; and &quot;invisible&quot; imaging and social construction of Native American women and men in modern day film and cinematography.</p>			</p>    			<br><br>,,-117.337399,92507,http://www.inlandarts.com/sites/inlandarts.com/images/event/440992913/ucrlogo_medium.jpg,CA,Wiping the War Paint Off the Lens: The Construction of Native Americans in Film,,,6-9pm,33.975227,04/14/2011-05/26/2011,$270,http://www.inlandarts.com/event/detail/440992913/Wiping_the_War_Paint_Off_the_Lens_The_Construction_of_Native_Americans_in_Film
Riverside,1200 University Ave,UCR Extension,"An introduction to the art elements and principles of 2-D design. You will also have the opportunity to explore design concepts through visual analysis, problem-solving projects and presentation.</p>			</p>    			<br><br>",,-117.337399,92507,http://www.inlandarts.com/sites/inlandarts.com/images/event/440992841/ucrlogo_medium.jpg,,2-D Design,,,6:30pm-9:30pm,33.975227,04/05/2011-05/31/2011,$195,http://www.inlandarts.com/event/detail/440992841/2D_Design
Riverside,1200 University Ave,UCR Extension,You will learn advanced drafting skills as you design your own residential or commercial space in this class</p>			</p>    			<br><br>,,-117.337399,92507,http://www.inlandarts.com/sites/inlandarts.com/images/event/440992891/ucrlogo_medium.jpg,CA,Drafting II,,,$325,33.975227,04/05/2011-06/07/2011,$325,http://www.inlandarts.com/event/detail/440992891/Drafting_II
Riverside,1200 University Ave,UCR Extension,This class will provide hands on instruction for basic contemporary painting practices by examining the components of 2D image-making from a contemporary arts culture perspective.</p>			</p>    			<br><br>,,-117.337399,92507,http://www.inlandarts.com/sites/inlandarts.com/images/event/440992849/ucrlogo_medium.jpg,CA,Introduction to Pencil Drawing,,,10am-2:30pm,33.975227,04/16/2011-04/30/2011,$175,http://www.inlandarts.com/event/detail/440992849/Introduction_to_Pencil_Drawing
